planet,sector,transit_n,data_type,tag,model,mu,r2,regime,n_points,image,status
KELT-24,47,1,pre_baseline,pre,exponential,2.57276,-70240.52432,Hyperballistic,129,transit_01_pre_msd.png,ok
KELT-24,47,1,in_transit_raw,raw,exponential,1.92978,-2.75068,Superdiffusive,129,transit_01_raw_msd.png,ok
KELT-24,47,1,in_transit_model,model,exponential,1.53357,-0.81448,Superdiffusive,129,transit_01_model_msd.png,ok
KELT-24,47,1,in_transit_resid,resid,exponential,2.51723,-575.41968,Hyperballistic,129,transit_01_resid_msd.png,ok
KELT-24,47,1,post_baseline,post,exponential,2.57039,-45727.39624,Hyperballistic,129,transit_01_post_msd.png,ok
KELT-24,47,2,pre_baseline,pre,exponential,2.57249,-63406.91618,Hyperballistic,129,transit_02_pre_msd.png,ok
KELT-24,47,2,in_transit_raw,raw,exponential,1.87014,-2.06606,Superdiffusive,129,transit_02_raw_msd.png,ok
KELT-24,47,2,in_transit_model,model,exponential,1.53423,-0.81446,Superdiffusive,129,transit_02_model_msd.png,ok
KELT-24,47,2,in_transit_resid,resid,exponential,2.53325,-1276.69995,Hyperballistic,129,transit_02_resid_msd.png,ok
KELT-24,47,2,post_baseline,post,exponential,2.58021,-105088.96512,Hyperballistic,129,transit_02_post_msd.png,ok
KELT-24,47,3,pre_baseline,pre,exponential,2.57525,-58822.27021,Hyperballistic,129,transit_03_pre_msd.png,ok
KELT-24,47,3,in_transit_raw,raw,exponential,1.83076,-1.86333,Superdiffusive,130,transit_03_raw_msd.png,ok
KELT-24,47,3,in_transit_model,model,exponential,1.5258,-0.70185,Superdiffusive,130,transit_03_model_msd.png,ok
KELT-24,47,3,in_transit_resid,resid,exponential,2.55264,-1360.42373,Hyperballistic,130,transit_03_resid_msd.png,ok
KELT-24,47,3,post_baseline,post,exponential,2.57436,-75189.40975,Hyperballistic,129,transit_03_post_msd.png,ok
KELT-24,47,4,pre_baseline,pre,exponential,2.56607,-46965.05503,Hyperballistic,129,transit_04_pre_msd.png,ok
KELT-24,47,4,in_transit_raw,raw,exponential,1.915,-2.7815,Superdiffusive,129,transit_04_raw_msd.png,ok
KELT-24,47,4,in_transit_model,model,exponential,1.53366,-0.81442,Superdiffusive,129,transit_04_model_msd.png,ok
KELT-24,47,4,in_transit_resid,resid,exponential,2.51102,-520.60404,Hyperballistic,129,transit_04_resid_msd.png,ok
KELT-24,47,4,post_baseline,post,exponential,2.56627,-12398.02098,Hyperballistic,129,transit_04_post_msd.png,ok
